lambda,realized_total
0.005244560369274988,0.03420485362377107
0.010828875785837858,0.03420485362377107
0.022359271803237192,0.03420485362377107
0.04616703021239395,0.03420485362377107
0.09532487003103168,0.03420485362377107
0.1968251110073275,0.03420485362377107
0.4064010190670647,0.03420485362377107
0.839129659083998,0.03420485362377107
